At time 0, Job1 arrives.
At time 77171, Job789 exits from CPU.
At time 48327, Job3864 arrives.
At time 84311, Job790 finishes at network.
At time 48336, Job3865 arrives.
At time 84336, Job790 finishes at network.
At time 48355, Job3866 arrives.
At time 84368, Job790 finishes at network.
At time 48361, Job3867 arrives.
At time 93337, Job790 finishes at disk1.
At time 48372, Job3868 arrives.
At time 77263, Job790 exits from CPU.
At time 48384, Job3869 arrives.
At time 77281, Job791 exits from CPU.
At time 48396, Job3870 arrives.
At time 93399, Job792 finishes at disk1.
At time 48416, Job3871 arrives.
At time 77327, Job792 exits from CPU.
At time 48423, Job3872 arrives.
At time 84481, Job793 finishes at network.
At time 48439, Job3873 arrives.
At time 77365, Job793 exits from CPU.
At time 48449, Job3874 arrives.
At time 93491, Job794 finishes at disk1.
At time 48462, Job3875 arrives.
At time 77401, Job794 exits from CPU.
At time 48470, Job3876 arrives.
At time 84565, Job795 finishes at network.
At time 48478, Job3877 arrives.
At time 77433, Job795 exits from CPU.
At time 48497, Job3878 arrives.
At time 93575, Job796 finishes at disk1.
At time 48507, Job3879 arrives.
At time 93597, Job796 finishes at disk1.
At time 48524, Job3880 arrives.
At time 93629, Job796 finishes at disk1.
At time 48534, Job3881 arrives.
At time 77523, Job796 exits from CPU.
At time 48546, Job3882 arrives.
At time 93677, Job797 finishes at disk1.
At time 48561, Job3883 arrives.
At time 77563, Job797 exits from CPU.
At time 48579, Job3884 arrives.
At time 77588, Job798 exits from CPU.
At time 48585, Job3885 arrives.
At time 93745, Job799 finishes at disk1.
At time 48604, Job3886 arrives.
At time 77630, Job799 exits from CPU.
At time 48617, Job3887 arrives.
At time 84805, Job800 finishes at network.
At time 48627, Job3888 arrives.
At time 93816, Job800 finishes at disk1.
At time 48645, Job3889 arrives.
At time 93850, Job800 finishes at disk1.
At time 48654, Job3890 arrives.
At time 93876, Job800 finishes at disk1.
At time 48666, Job3891 arrives.
At time 84895, Job800 finishes at network.
At time 48678, Job3892 arrives.
At time 93928, Job800 finishes at disk1.
At time 48686, Job3893 arrives.
At time 93951, Job800 finishes at disk1.
At time 48691, Job3894 arrives.
At time 84950, Job800 finishes at network.
At time 48711, Job3895 arrives.
At time 93998, Job800 finishes at disk1.
At time 48718, Job3896 arrives.
At time 94021, Job800 finishes at disk1.
At time 48724, Job3897 arrives.
At time 85015, Job800 finishes at network.
At time 48741, Job3898 arrives.
At time 77858, Job800 exits from CPU.
At time 48761, Job3899 arrives.
At time 94095, Job801 finishes at disk1.
At time 48769, Job3900 arrives.
At time 85088, Job801 finishes at network.
At time 48774, Job3901 arrives.
At time 85106, Job801 finishes at network.
At time 48785, Job3902 arrives.
At time 94149, Job801 finishes at disk1.
At time 48800, Job3903 arrives.
At time 94184, Job801 finishes at disk1.
At time 48817, Job3904 arrives.
At time 94215, Job801 finishes at disk1.
At time 48827, Job3905 arrives.
At time 77998, Job801 exits from CPU.
At time 48840, Job3906 arrives.
At time 85221, Job802 finishes at network.
At time 48858, Job3907 arrives.
At time 94291, Job802 finishes at disk1.
At time 48874, Job3908 arrives.
At time 78071, Job802 exits from CPU.
At time 48879, Job3909 arrives.
At time 78084, Job803 exits from CPU.
At time 48890, Job3910 arrives.
At time 78104, Job804 exits from CPU.
At time 48896, Job3911 arrives.
At time 94373, Job805 finishes at disk1.
At time 48914, Job3912 arrives.
At time 94401, Job805 finishes at disk1.
At time 48923, Job3913 arrives.
At time 78158, Job805 exits from CPU.
At time 48932, Job3914 arrives.
At time 78175, Job806 exits from CPU.
At time 48941, Job3915 arrives.
At time 94454, Job807 finishes at disk1.
At time 48954, Job3916 arrives.
At time 94484, Job807 finishes at disk1.
At time 48961, Job3917 arrives.
At time 94503, Job807 finishes at disk1.
At time 48978, Job3918 arrives.
At time 78248, Job807 exits from CPU.
At time 48988, Job3919 arrives.
At time 94556, Job808 finishes at disk1.
At time 49006, Job3920 arrives.
At time 78295, Job808 exits from CPU.
At time 49011, Job3921 arrives.
At time 85518, Job809 finishes at network.
At time 49023, Job3922 arrives.
At time 94625, Job809 finishes at disk1.
At time 49038, Job3923 arrives.
At time 85567, Job809 finishes at network.
At time 49049, Job3924 arrives.
At time 94673, Job809 finishes at disk1.
At time 49057, Job3925 arrives.
At time 85609, Job809 finishes at network.
At time 49071, Job3926 arrives.
At time 94715, Job809 finishes at disk1.
At time 49079, Job3927 arrives.
At time 78420, Job809 exits from CPU.
At time 49097, Job3928 arrives.
At time 94758, Job810 finishes at disk1.
At time 49111, Job3929 arrives.
At time 78463, Job810 exits from CPU.
At time 49131, Job3930 arrives.
At time 94817, Job811 finishes at disk1.
At time 49149, Job3931 arrives.
At time 85749, Job811 finishes at network.
At time 49165, Job3932 arrives.
At time 78540, Job811 exits from CPU.
At time 49183, Job3933 arrives.
At time 85806, Job812 finishes at network.
At time 49188, Job3934 arrives.
At time 94912, Job812 finishes at disk1.
At time 49201, Job3935 arrives.
At time 94941, Job812 finishes at disk1.
At time 49212, Job3936 arrives.
At time 85870, Job812 finishes at network.
At time 49230, Job3937 arrives.
At time 95000, Job812 finishes at disk1.
At time 49246, Job3938 arrives.
At time 85930, Job812 finishes at network.
At time 49266, Job3939 arrives.
At time 95062, Job812 finishes at disk1.
At time 49271, Job3940 arrives.
At time 85978, Job812 finishes at network.
At time 49285, Job3941 arrives.
At time 95102, Job812 finishes at disk1.
At time 49294, Job3942 arrives.
At time 78759, Job812 exits from CPU.
At time 49314, Job3943 arrives.
At time 86052, Job813 finishes at network.
At time 49321, Job3944 arrives.
At time 95170, Job813 finishes at disk1.
At time 49329, Job3945 arrives.
At time 86091, Job813 finishes at network.
At time 49343, Job3946 arrives.
At time 95215, Job813 finishes at disk1.
At time 49350, Job3947 arrives.
At time 95241, Job813 finishes at disk1.
At time 49365, Job3948 arrives.
At time 86158, Job813 finishes at network.
At time 49376, Job3949 arrives.
At time 78900, Job813 exits from CPU.
At time 49389, Job3950 arrives.
At time 95311, Job814 finishes at disk1.
At time 49406, Job3951 arrives.
At time 95343, Job814 finishes at disk1.
At time 49419, Job3952 arrives.
At time 95370, Job814 finishes at disk1.
At time 49424, Job3953 arrives.
At time 95391, Job814 finishes at disk1.
At time 49440, Job3954 arrives.
At time 95425, Job814 finishes at disk1.
At time 49457, Job3955 arrives.
At time 95456, Job814 finishes at disk1.
At time 49473, Job3956 arrives.
At time 95492, Job814 finishes at disk1.
At time 49490, Job3957 arrives.
At time 79079, Job814 exits from CPU.
At time 49503, Job3958 arrives.
At time 95547, Job815 finishes at disk1.
At time 49509, Job3959 arrives.
At time 95567, Job815 finishes at disk1.
At time 49525, Job3960 arrives.
At time 95601, Job815 finishes at disk1.
At time 49542, Job3961 arrives.
At time 79159, Job815 exits from CPU.
At time 49548, Job3962 arrives.
At time 95645, Job816 finishes at disk1.
At time 49562, Job3963 arrives.
At time 79197, Job816 exits from CPU.
At time 49573, Job3964 arrives.
At time 95692, Job817 finishes at disk1.
At time 49590, Job3965 arrives.
At time 95721, Job817 finishes at disk1.
At time 49609, Job3966 arrives.
At time 79260, Job817 exits from CPU.
At time 49619, Job3967 arrives.
At time 86565, Job818 finishes at network.
At time 49639, Job3968 arrives.
At time 95797, Job818 finishes at disk1.
At time 49658, Job3969 arrives.
At time 95832, Job818 finishes at disk1.
At time 49673, Job3970 arrives.
At time 95861, Job818 finishes at disk1.
At time 49680, Job3971 arrives.
At time 86660, Job818 finishes at network.
At time 49692, Job3972 arrives.
At time 79383, Job818 exits from CPU.
At time 49710, Job3973 arrives.
At time 95921, Job819 finishes at disk1.
At time 49716, Job3974 arrives.
At time 95944, Job819 finishes at disk1.
At time 49734, Job3975 arrives.
At time 95978, Job819 finishes at disk1.
At time 49751, Job3976 arrives.
At time 96010, Job819 finishes at disk1.
At time 49765, Job3977 arrives.
At time 96039, Job819 finishes at disk1.
At time 49781, Job3978 arrives.
At time 96067, Job819 finishes at disk1.
At time 49786, Job3979 arrives.
At time 79528, Job819 exits from CPU.
At time 49795, Job3980 arrives.
At time 96104, Job820 finishes at disk1.
At time 49813, Job3981 arrives.
At time 96137, Job820 finishes at disk1.
At time 49824, Job3982 arrives.
At time 79587, Job820 exits from CPU.
At time 49842, Job3983 arrives.
At time 96185, Job821 finishes at disk1.
At time 49850, Job3984 arrives.
At time 96207, Job821 finishes at disk1.
At time 49860, Job3985 arrives.
At time 86944, Job821 finishes at network.
At time 49874, Job3986 arrives.
At time 96251, Job821 finishes at disk1.
At time 49890, Job3987 arrives.
At time 96279, Job821 finishes at disk1.
At time 49896, Job3988 arrives.
At time 96299, Job821 finishes at disk1.
At time 49909, Job3989 arrives.
At time 96325, Job821 finishes at disk1.
At time 49919, Job3990 arrives.
At time 96348, Job821 finishes at disk1.
At time 49929, Job3991 arrives.
At time 87061, Job821 finishes at network.
At time 49937, Job3992 arrives.
At time 79765, Job821 exits from CPU.
At time 49949, Job3993 arrives.
At time 79786, Job822 exits from CPU.
At time 49968, Job3994 arrives.
At time 87129, Job823 finishes at network.
At time 49976, Job3995 arrives.
At time 87150, Job823 finishes at network.
At time 49994, Job3996 arrives.
At time 96474, Job823 finishes at disk1.
At time 50000, Job3997 arrives.
At time 79862, Job823 exits from CPU.
At time 50013, Job3998 arrives.
At time 96510, Job824 finishes at disk1.
At time 50033, Job3999 arrives.
At time 96547, Job824 finishes at disk1.
At time 50041, Job4000 arrives.
At time 96572, Job824 finishes at disk1.
At time 50053, Job4001 arrives.
At time 96595, Job824 finishes at disk1.
At time 50073, Job4002 arrives.
At time 96628, Job824 finishes at disk1.
At time 50085, Job4003 arrives.
At time 96660, Job824 finishes at disk1.
At time 50102, Job4004 arrives.
At time 96693, Job824 finishes at disk1.
At time 50113, Job4005 arrives.
At time 96717, Job824 finishes at disk1.
At time 50123, Job4006 arrives.
At time 96745, Job824 finishes at disk1.
At time 50140, Job4007 arrives.
At time 96773, Job824 finishes at disk1.
At time 50153, Job4008 arrives.
At time 96803, Job824 finishes at disk1.
At time 50169, Job4009 arrives.
At time 80121, Job824 exits from CPU.
At time 50182, Job4010 arrives.
At time 87471, Job825 finishes at network.
At time 50196, Job4011 arrives.
At time 96872, Job825 finishes at disk1.
At time 50215, Job4012 arrives.
At time 87529, Job825 finishes at network.
At time 50230, Job4013 arrives.
At time 96931, Job825 finishes at disk1.
At time 50236, Job4014 arrives.
At time 96952, Job825 finishes at disk1.
At time 50242, Job4015 arrives.
At time 96970, Job825 finishes at disk1.
At time 50254, Job4016 arrives.
At time 97001, Job825 finishes at disk1.
At time 50268, Job4017 arrives.
At time 87626, Job825 finishes at network.
At time 50282, Job4018 arrives.
At time 97051, Job825 finishes at disk1.
At time 50291, Job4019 arrives.
At time 97071, Job825 finishes at disk1.
At time 50300, Job4020 arrives.
At time 80327, Job825 exits from CPU.
At time 50314, Job4021 arrives.
At time 80349, Job826 exits from CPU.
At time 50321, Job4022 arrives.
At time 87718, Job827 finishes at network.
At time 50337, Job4023 arrives.
At time 87752, Job827 finishes at network.
At time 50344, Job4024 arrives.
At time 87771, Job827 finishes at network.
At time 50351, Job4025 arrives.
At time 97186, Job827 finishes at disk1.
At time 50363, Job4026 arrives.
At time 80435, Job827 exits from CPU.
At time 50383, Job4027 arrives.
At time 97237, Job828 finishes at disk1.
At time 50390, Job4028 arrives.
At time 97263, Job828 finishes at disk1.
At time 50410, Job4029 arrives.
At time 80505, Job828 exits from CPU.
At time 50422, Job4030 arrives.
At time 97311, Job829 finishes at disk1.
At time 50427, Job4031 arrives.
At time 97327, Job829 finishes at disk1.
At time 50436, Job4032 arrives.
At time 80547, Job829 exits from CPU.
At time 50452, Job4033 arrives.
At time 87950, Job830 finishes at network.
At time 50458, Job4034 arrives.
At time 97389, Job830 finishes at disk1.
At time 50466, Job4035 arrives.
At time 97416, Job830 finishes at disk1.
At time 50476, Job4036 arrives.
At time 97442, Job830 finishes at disk1.
At time 50482, Job4037 arrives.
At time 88019, Job830 finishes at network.
At time 50500, Job4038 arrives.
At time 97493, Job830 finishes at disk1.
At time 50520, Job4039 arrives.
At time 80688, Job830 exits from CPU.
At time 50526, Job4040 arrives.
At time 97541, Job831 finishes at disk1.
At time 50533, Job4041 arrives.
At time 97561, Job831 finishes at disk1.
At time 50544, Job4042 arrives.
At time 97587, Job831 finishes at disk1.
At time 50554, Job4043 arrives.
At time 97616, Job831 finishes at disk1.
At time 50564, Job4044 arrives.
At time 97641, Job831 finishes at disk1.
At time 50569, Job4045 arrives.
At time 97664, Job831 finishes at disk1.
At time 50582, Job4046 arrives.
At time 80808, Job831 exits from CPU.
At time 50597, Job4047 arrives.
At time 80832, Job832 exits from CPU.
At time 50608, Job4048 arrives.
At time 97735, Job833 finishes at disk1.
At time 50627, Job4049 arrives.
At time 97770, Job833 finishes at disk1.
At time 50640, Job4050 arrives.
At time 88286, Job833 finishes at network.
At time 50649, Job4051 arrives.
At time 88308, Job833 finishes at network.
At time 50654, Job4052 arrives.
At time 88327, Job833 finishes at network.
At time 50661, Job4053 arrives.
At time 80938, Job833 exits from CPU.
At time 50667, Job4054 arrives.
At time 88360, Job834 finishes at network.
At time 50684, Job4055 arrives.
At time 80972, Job834 exits from CPU.
At time 50691, Job4056 arrives.
At time 80985, Job835 exits from CPU.
At time 50699, Job4057 arrives.
At time 97903, Job836 finishes at disk1.
At time 50706, Job4058 arrives.
At time 97930, Job836 finishes at disk1.
At time 50721, Job4059 arrives.
At time 88459, Job836 finishes at network.
At time 50738, Job4060 arrives.
At time 88489, Job836 finishes at network.
At time 50758, Job4061 arrives.
At time 98013, Job836 finishes at disk1.
At time 50776, Job4062 arrives.
At time 88552, Job836 finishes at network.
At time 50793, Job4063 arrives.
At time 88580, Job836 finishes at network.
At time 50798, Job4064 arrives.
At time 98079, Job836 finishes at disk1.
At time 50803, Job4065 arrives.
At time 98101, Job836 finishes at disk1.
At time 50818, Job4066 arrives.
At time 98135, Job836 finishes at disk1.
At time 50828, Job4067 arrives.
At time 88656, Job836 finishes at network.
At time 50842, Job4068 arrives.
At time 98185, Job836 finishes at disk1.
At time 50852, Job4069 arrives.
At time 98214, Job836 finishes at disk1.
At time 50861, Job4070 arrives.
At time 98239, Job836 finishes at disk1.
At time 50871, Job4071 arrives.
At time 98262, Job836 finishes at disk1.
At time 50890, Job4072 arrives.
At time 81316, Job836 exits from CPU.
At time 50905, Job4073 arrives.
At time 88789, Job837 finishes at network.
At time 50924, Job4074 arrives.
At time 98347, Job837 finishes at disk1.
At time 50938, Job4075 arrives.
At time 98372, Job837 finishes at disk1.
At time 50949, Job4076 arrives.
